game_id,date,season,game_type,opponent,venue,result,fg2_made,fg3_made,fg_att,ft_att,ft_made,fg_made,total_points,fg_pct,ft_pct
21500638,2016-01-20,2015-16,RS,SAC,Home,L,2,2,13,5,5,4,15,30.8,100.0
21500653,2016-01-22,2015-16,RS,SAS,Home,L,1,1,9,0,0,2,5,22.2,
21500662,2016-01-23,2015-16,RS,POR,Away,L,5,0,9,0,0,5,10,55.6,
21500697,2016-01-28,2015-16,RS,CHI,Home,L,2,2,13,0,0,4,10,30.8,
21500720,2016-01-31,2015-16,RS,CHA,Home,L,4,4,18,3,3,8,23,44.4,100.0
21500734,2016-02-02,2015-16,RS,MIN,Home,W,3,7,21,12,11,10,38,47.6,91.7
21500747,2016-02-04,2015-16,RS,NOP,Away,W,6,4,24,4,3,10,27,41.7,75.0
21500767,2016-02-06,2015-16,RS,SAS,Away,L,5,4,28,3,3,9,25,32.1,100.0
21500776,2016-02-08,2015-16,RS,IND,Away,L,2,4,25,4,3,6,19,24.0,75.0
21500795,2016-02-10,2015-16,RS,CLE,Away,L,2,3,16,4,4,5,17,31.2,100.0
21500818,2016-02-19,2015-16,RS,SAS,Home,L,9,1,25,5,4,10,25,40.0,80.0
21500831,2016-02-21,2015-16,RS,CHI,Away,L,7,1,20,7,5,8,22,40.0,71.4
21500837,2016-02-22,2015-16,RS,MIL,Away,L,2,1,12,9,8,3,15,25.0,88.9
21500851,2016-02-24,2015-16,RS,MEM,Away,L,3,2,14,2,1,5,13,35.7,50.0
21500906,2016-03-02,2015-16,RS,DEN,Away,L,0,1,2,3,2,1,5,50.0,66.7
21500931,2016-03-06,2015-16,RS,GSW,Home,W,4,0,14,4,4,4,12,28.6,100.0
21500962,2016-03-10,2015-16,RS,CLE,Home,L,8,3,16,2,1,11,26,68.8,50.0
21500987,2016-03-13,2015-16,RS,NYK,Home,L,4,1,15,4,3,5,14,33.3,75.0
21501055,2016-03-22,2015-16,RS,MEM,Home,W,5,2,18,4,4,7,20,38.9,100.0
21501065,2016-03-23,2015-16,RS,PHX,Away,L,2,3,13,4,4,5,17,38.5,100.0
21501081,2016-03-25,2015-16,RS,DEN,Home,L,6,4,22,5,4,10,28,45.5,80.0
21501096,2016-03-27,2015-16,RS,WAS,Home,L,3,3,15,2,2,6,17,40.0,100.0
21501104,2016-03-28,2015-16,RS,UTA,Away,L,1,0,11,3,3,1,5,9.1,100.0
21501121,2016-03-30,2015-16,RS,MIA,Home,W,1,0,7,0,0,1,2,14.3,
21501153,2016-04-03,2015-16,RS,BOS,Home,L,7,4,28,10,8,11,34,39.3,80.0
21501164,2016-04-05,2015-16,RS,LAC,Away,L,2,0,12,2,2,2,6,16.7,100.0
21501172,2016-04-06,2015-16,RS,LAC,Home,L,5,1,19,4,4,6,17,31.6,100.0
21501184,2016-04-08,2015-16,RS,NOP,Away,L,1,3,15,3,3,4,14,26.7,100.0
21501195,2016-04-10,2015-16,RS,HOU,Away,L,6,4,22,11,11,10,35,45.5,100.0
21501209,2016-04-11,2015-16,RS,OKC,Away,L,1,3,12,2,2,4,13,33.3,100.0
21501228,2016-04-13,2015-16,RS,UTA,Home,W,16,6,50,12,10,22,60,44.0,83.3
49600032,,1996-97,PO,,,W,0,0,0,0,0,0,0,,
29601173,,1996-97,RS,,,W,0,0,0,8,5,0,5,,62.5
29601189,,1996-97,RS,,,L,0,0,0,2,2,0,2,,100.0
29600031,,1996-97,RS,NYK,Away,W,0,0,1,2,1,0,1,0.0,50.0
29600337,,1996-97,RS,,,W,0,0,0,0,0,0,0,,
29600968,,1996-97,RS,,,W,0,0,0,0,0,0,0,,
49700054,,1997-98,PO,,,W,0,0,0,0,0,0,0,,
20300894,,2003-04,RS,,,W,0,0,0,0,0,0,0,,
