game_id,date,season,game_type,opponent,venue,kobe_points,lal_score,opp_score,result
20901142,2010-04-04,2009-10,RS,SAS,Home,22,81,100,L
20901196,2010-04-11,2009-10,RS,POR,Home,20,88,91,L
40900141,2010-04-18,2009-10,PO,OKC,Home,21,87,79,W
40900142,2010-04-20,2009-10,PO,OKC,Home,39,95,92,W
40900143,2010-04-22,2009-10,PO,OKC,Away,24,96,101,L
40900144,2010-04-24,2009-10,PO,OKC,Away,12,89,110,L
40900145,2010-04-27,2009-10,PO,OKC,Home,13,111,87,W
40900146,2010-04-30,2009-10,PO,OKC,Away,32,95,94,W
40900231,2010-05-02,2009-10,PO,UTA,Home,31,104,99,W
40900232,2010-05-04,2009-10,PO,UTA,Home,30,111,103,W
40900233,2010-05-08,2009-10,PO,UTA,Away,35,111,110,W
40900234,2010-05-10,2009-10,PO,UTA,Away,32,111,96,W
40900311,2010-05-17,2009-10,PO,PHX,Home,40,128,107,W
40900312,2010-05-19,2009-10,PO,PHX,Home,21,124,112,W
40900313,2010-05-23,2009-10,PO,PHX,Away,36,109,118,L
40900314,2010-05-25,2009-10,PO,PHX,Away,38,106,115,L
40900315,2010-05-27,2009-10,PO,PHX,Home,30,103,101,W
40900316,2010-05-29,2009-10,PO,PHX,Away,37,111,103,W
40900401,2010-06-03,2009-10,PO,BOS,Home,30,102,89,W
40900402,2010-06-06,2009-10,PO,BOS,Home,21,94,103,L
40900403,2010-06-08,2009-10,PO,BOS,Away,29,91,84,W
40900404,2010-06-10,2009-10,PO,BOS,Away,33,89,96,L
40900405,2010-06-13,2009-10,PO,BOS,Away,38,86,92,L
40900406,2010-06-15,2009-10,PO,BOS,Home,26,89,67,W
40900407,2010-06-17,2009-10,PO,BOS,Home,23,83,79,W
21000003,2010-10-26,2010-11,RS,HOU,Home,27,112,110,W
21000030,2010-10-29,2010-11,RS,PHX,Away,25,114,106,W
21000043,2010-10-31,2010-11,RS,GSW,Home,20,107,83,W
21000053,2010-11-02,2010-11,RS,MEM,Home,23,124,105,W
21000065,2010-11-03,2010-11,RS,SAC,Away,30,112,100,W
21000079,2010-11-05,2010-11,RS,TOR,Home,23,108,103,W
21000094,2010-11-07,2010-11,RS,POR,Home,12,121,96,W
21000107,2010-11-09,2010-11,RS,MIN,Home,33,99,94,W
21000120,2010-11-11,2010-11,RS,DEN,Away,34,112,118,L
21000143,2010-11-14,2010-11,RS,PHX,Home,25,116,121,L
21000155,2010-11-16,2010-11,RS,MIL,Away,31,118,107,W
21000161,2010-11-17,2010-11,RS,DET,Away,33,103,90,W
21000176,2010-11-19,2010-11,RS,MIN,Away,23,112,95,W
21000194,2010-11-21,2010-11,RS,GSW,Home,20,117,89,W
21000208,2010-11-23,2010-11,RS,CHI,Home,20,98,91,W
21000231,2010-11-26,2010-11,RS,UTA,Away,31,96,102,L
21000249,2010-11-28,2010-11,RS,IND,Home,41,92,95,L
21000258,2010-11-30,2010-11,RS,MEM,Away,29,96,98,L
21000269,2010-12-01,2010-11,RS,HOU,Away,27,99,109,L
21000287,2010-12-03,2010-11,RS,SAC,Home,22,113,80,W
21000315,2010-12-07,2010-11,RS,WAS,Home,32,115,108,W
21000326,2010-12-08,2010-11,RS,LAC,Away,24,87,86,W
21000333,2010-12-10,2010-11,RS,CHI,Away,23,84,88,L
21000351,2010-12-12,2010-11,RS,NJN,Away,32,99,92,W
21000362,2010-12-14,2010-11,RS,WAS,Away,24,103,89,W
21000367,2010-12-15,2010-11,RS,IND,Away,31,109,94,W
21000383,2010-12-17,2010-11,RS,PHI,Away,9,93,81,W
21000402,2010-12-19,2010-11,RS,TOR,Away,20,120,110,W
21000420,2010-12-21,2010-11,RS,MIL,Home,21,79,98,L
21000435,2010-12-25,2010-11,RS,MIA,Home,17,80,96,L
21000460,2010-12-28,2010-11,RS,SAS,Away,21,82,97,L
21000467,2010-12-29,2010-11,RS,NOH,Away,20,103,88,W
21000483,2010-12-31,2010-11,RS,PHI,Home,33,102,98,W
21000498,2011-01-02,2010-11,RS,MEM,Home,28,85,104,L
21000511,2011-01-04,2010-11,RS,DET,Home,17,108,83,W
21000521,2011-01-05,2010-11,RS,PHX,Away,24,99,95,W
21000535,2011-01-07,2010-11,RS,NOH,Home,25,101,97,W
21000550,2011-01-09,2010-11,RS,NYK,Home,27,109,87,W
21000560,2011-01-11,2010-11,RS,CLE,Home,13,112,57,W
21000571,2011-01-12,2010-11,RS,GSW,Away,39,115,110,W
21000586,2011-01-14,2010-11,RS,NJN,Home,27,100,88,W
21000596,2011-01-16,2010-11,RS,LAC,Away,27,92,99,L
21000610,2011-01-17,2010-11,RS,OKC,Home,21,101,94,W
21000621,2011-01-19,2010-11,RS,DAL,Away,21,100,109,L
21000637,2011-01-21,2010-11,RS,DEN,Away,18,107,97,W
21000667,2011-01-25,2010-11,RS,UTA,Home,21,120,91,W
21000692,2011-01-28,2010-11,RS,SAC,Home,38,95,100,L
21000702,2011-01-30,2010-11,RS,BOS,Home,41,96,109,L
21000718,2011-02-01,2010-11,RS,HOU,Home,32,114,106,W
21000732,2011-02-03,2010-11,RS,SAS,Home,16,88,89,L
21000748,2011-02-05,2010-11,RS,NOH,Away,32,101,95,W
21000759,2011-02-07,2010-11,RS,MEM,Away,19,93,84,W
21000783,2011-02-10,2010-11,RS,BOS,Away,23,92,86,W
21000793,2011-02-11,2010-11,RS,NYK,Away,33,113,96,W
21000805,2011-02-13,2010-11,RS,ORL,Away,17,75,89,L
21000812,2011-02-14,2010-11,RS,CHA,Away,20,89,109,L
21000827,2011-02-16,2010-11,RS,CLE,Away,17,99,104,L
21000846,2011-02-22,2010-11,RS,ATL,Home,20,104,80,W
21000858,2011-02-23,2010-11,RS,POR,Away,37,106,101,W
21000871,2011-02-25,2010-11,RS,LAC,Home,24,108,95,W
21000880,2011-02-27,2010-11,RS,OKC,Away,17,90,87,W
21000900,2011-03-01,2010-11,RS,MIN,Away,24,90,79,W
21000924,2011-03-04,2010-11,RS,CHA,Home,27,92,84,W
21000932,2011-03-06,2010-11,RS,SAS,Away,26,99,83,W
21000947,2011-03-08,2010-11,RS,ATL,Away,26,101,87,W
21000964,2011-03-10,2010-11,RS,MIA,Away,24,88,94,L
21000982,2011-03-12,2010-11,RS,DAL,Away,16,96,91,W
21000999,2011-03-14,2010-11,RS,ORL,Home,16,97,84,W
21001028,2011-03-18,2010-11,RS,MIN,Home,18,106,98,W
21001043,2011-03-20,2010-11,RS,POR,Home,22,84,80,W
21001053,2011-03-22,2010-11,RS,PHX,Home,42,139,137,W
21001080,2011-03-25,2010-11,RS,LAC,Home,37,112,104,W
21001094,2011-03-27,2010-11,RS,NOH,Home,30,102,84,W
21001119,2011-03-31,2010-11,RS,DAL,Home,28,110,82,W
21001132,2011-04-01,2010-11,RS,UTA,Away,21,96,85,W
21001139,2011-04-03,2010-11,RS,DEN,Home,28,90,95,L
21001161,2011-04-05,2010-11,RS,UTA,Home,20,85,86,L
21001173,2011-04-06,2010-11,RS,GSW,Away,25,87,95,L
21001187,2011-04-08,2010-11,RS,POR,Away,24,86,93,L
21001201,2011-04-10,2010-11,RS,OKC,Home,31,106,120,L
21001215,2011-04-12,2010-11,RS,SAS,Home,27,102,93,W
21001230,2011-04-13,2010-11,RS,SAC,Away,36,116,108,W
41000151,2011-04-17,2010-11,PO,NOH,Home,34,100,109,L
41000152,2011-04-20,2010-11,PO,NOH,Home,11,87,78,W
41000153,2011-04-22,2010-11,PO,NOH,Away,30,100,86,W
41000154,2011-04-24,2010-11,PO,NOH,Away,17,88,93,L
41000155,2011-04-26,2010-11,PO,NOH,Home,19,106,90,W
41000156,2011-04-28,2010-11,PO,NOH,Away,24,98,80,W
41000231,2011-05-02,2010-11,PO,DAL,Home,36,94,96,L
41000232,2011-05-04,2010-11,PO,DAL,Home,23,81,93,L
41000233,2011-05-06,2010-11,PO,DAL,Away,17,92,98,L
41000234,2011-05-08,2010-11,PO,DAL,Away,17,86,122,L
21100003,2011-12-25,2011-12,RS,CHI,Home,28,87,88,L
21100015,2011-12-26,2011-12,RS,SAC,Away,29,91,100,L
21100022,2011-12-27,2011-12,RS,UTA,Home,26,96,71,W
21100038,2011-12-29,2011-12,RS,NYK,Home,28,99,82,W
21100050,2011-12-31,2011-12,RS,DEN,Home,17,92,89,W
21100063,2012-01-01,2011-12,RS,DEN,Away,16,90,99,L
21100081,2012-01-03,2011-12,RS,HOU,Home,37,108,99,W
21100097,2012-01-05,2011-12,RS,POR,Away,30,96,107,L
21100109,2012-01-06,2011-12,RS,GSW,Home,39,97,90,W
21100125,2012-01-08,2011-12,RS,MEM,Home,26,90,82,W
21100141,2012-01-10,2011-12,RS,PHX,Home,48,99,83,W
21100151,2012-01-11,2011-12,RS,UTA,Away,40,90,87,W
21100169,2012-01-13,2011-12,RS,CLE,Home,42,97,92,W
21100180,2012-01-14,2011-12,RS,LAC,Away,42,94,102,L
21100194,2012-01-16,2011-12,RS,DAL,Home,14,73,70,W
21100213,2012-01-19,2011-12,RS,MIA,Away,24,87,98,L
21100223,2012-01-20,2011-12,RS,ORL,Away,30,80,92,L
21100241,2012-01-22,2011-12,RS,IND,Home,33,96,98,L
21100268,2012-01-25,2011-12,RS,LAC,Home,24,96,91,W
21100288,2012-01-28,2011-12,RS,MIL,Away,27,89,100,L
21100297,2012-01-29,2011-12,RS,MIN,Away,35,106,101,W
21100313,2012-01-31,2011-12,RS,CHA,Home,24,106,73,W
21100341,2012-02-03,2011-12,RS,DEN,Away,20,93,89,W
21100351,2012-02-04,2011-12,RS,UTA,Away,26,87,96,L
21100357,2012-02-06,2011-12,RS,PHI,Away,28,90,95,L
21100384,2012-02-09,2011-12,RS,BOS,Away,27,88,87,W
21100395,2012-02-10,2011-12,RS,NYK,Away,34,85,92,L
21100408,2012-02-12,2011-12,RS,TOR,Away,27,94,92,W
21100428,2012-02-14,2011-12,RS,ATL,Home,10,86,78,W
21100455,2012-02-17,2011-12,RS,PHX,Home,36,111,99,W
21100469,2012-02-19,2011-12,RS,PHX,Away,32,90,102,L
21100479,2012-02-20,2011-12,RS,POR,Home,28,103,92,W
21100497,2012-02-22,2011-12,RS,DAL,Away,15,96,91,W
21100502,2012-02-23,2011-12,RS,OKC,Away,24,85,100,L
21100523,2012-02-29,2011-12,RS,MIN,Home,31,104,85,W
21100538,2012-03-02,2011-12,RS,SAC,Home,38,115,107,W
21100547,2012-03-04,2011-12,RS,MIA,Home,33,93,83,W
21100567,2012-03-06,2011-12,RS,DET,Away,22,85,88,L
21100571,2012-03-07,2011-12,RS,WAS,Away,30,101,106,L
21100589,2012-03-09,2011-12,RS,MIN,Away,34,105,102,W
21100604,2012-03-11,2011-12,RS,BOS,Home,26,97,94,W
21100621,2012-03-13,2011-12,RS,MEM,Away,34,116,111,W
21100631,2012-03-14,2011-12,RS,NOH,Away,33,107,101,W
21100652,2012-03-16,2011-12,RS,MIN,Home,28,97,92,W
21100669,2012-03-18,2011-12,RS,UTA,Home,15,99,103,L
21100679,2012-03-20,2011-12,RS,HOU,Away,29,104,107,L
21100692,2012-03-21,2011-12,RS,DAL,Away,30,109,93,W
21100709,2012-03-23,2011-12,RS,POR,Home,18,103,96,W
21100726,2012-03-25,2011-12,RS,MEM,Home,18,96,102,L
21100742,2012-03-27,2011-12,RS,GSW,Away,30,104,101,W
21100756,2012-03-29,2011-12,RS,OKC,Home,23,93,102,L
21100769,2012-03-31,2011-12,RS,NOH,Home,11,88,85,W
21100784,2012-04-01,2011-12,RS,GSW,Home,40,120,112,W
21100798,2012-04-03,2011-12,RS,NJN,Home,24,91,87,W
21100810,2012-04-04,2011-12,RS,LAC,Away,31,113,108,W
21100825,2012-04-06,2011-12,RS,HOU,Home,28,107,112,L
21100941,2012-04-20,2011-12,RS,SAS,Away,18,97,121,L
21100952,2012-04-22,2011-12,RS,OKC,Home,26,114,106,W
41100161,2012-04-29,2011-12,PO,DEN,Home,31,103,88,W
41100162,2012-05-01,2011-12,PO,DEN,Home,38,104,100,W
41100163,2012-05-04,2011-12,PO,DEN,Away,22,84,99,L
41100164,2012-05-06,2011-12,PO,DEN,Away,22,92,88,W
41100165,2012-05-08,2011-12,PO,DEN,Home,43,99,102,L
41100166,2012-05-10,2011-12,PO,DEN,Away,31,96,113,L
41100167,2012-05-12,2011-12,PO,DEN,Home,17,96,87,W
41100231,2012-05-14,2011-12,PO,OKC,Away,20,90,119,L
41100232,2012-05-16,2011-12,PO,OKC,Away,20,75,77,L
41100233,2012-05-18,2011-12,PO,OKC,Home,36,99,96,W
41100234,2012-05-19,2011-12,PO,OKC,Home,38,100,103,L
41100235,2012-05-21,2011-12,PO,OKC,Away,42,90,106,L
21200003,2012-10-30,2012-13,RS,DAL,Home,22,91,99,L
21200012,2012-10-31,2012-13,RS,POR,Away,30,106,116,L
21200025,2012-11-02,2012-13,RS,LAC,Home,40,95,105,L
21200041,2012-11-04,2012-13,RS,DET,Home,15,108,79,W
21200062,2012-11-07,2012-13,RS,UTA,Away,29,86,95,L
21200080,2012-11-09,2012-13,RS,GSW,Home,27,101,77,W
21200094,2012-11-11,2012-13,RS,SAC,Home,20,103,90,W
21200108,2012-11-13,2012-13,RS,SAS,Home,28,82,84,L
21200130,2012-11-16,2012-13,RS,PHX,Home,31,114,102,W
21200146,2012-11-18,2012-13,RS,HOU,Home,22,119,108,W
21200156,2012-11-20,2012-13,RS,BKN,Home,25,95,90,W
21200169,2012-11-21,2012-13,RS,SAC,Away,38,97,113,L
21200177,2012-11-23,2012-13,RS,MEM,Away,30,98,106,L
21200187,2012-11-24,2012-13,RS,DAL,Away,19,115,89,W
21200208,2012-11-27,2012-13,RS,IND,Home,40,77,79,L
21200232,2012-11-30,2012-13,RS,DEN,Home,14,122,103,W
21200244,2012-12-02,2012-13,RS,ORL,Home,34,103,113,L
21200256,2012-12-04,2012-13,RS,HOU,Away,39,105,107,L
21200263,2012-12-05,2012-13,RS,NOH,Away,29,103,87,W
21200280,2012-12-07,2012-13,RS,OKC,Away,35,108,114,L
21200297,2012-12-09,2012-13,RS,UTA,Home,34,110,117,L
21200305,2012-12-11,2012-13,RS,CLE,Away,42,94,100,L
21200323,2012-12-13,2012-13,RS,NYK,Away,31,107,116,L
21200326,2012-12-14,2012-13,RS,WAS,Away,30,102,96,W
21200347,2012-12-16,2012-13,RS,PHI,Away,34,111,98,W
21200364,2012-12-18,2012-13,RS,CHA,Home,30,101,100,W
21200398,2012-12-22,2012-13,RS,GSW,Away,34,118,115,W
21200406,2012-12-25,2012-13,RS,NYK,Home,34,100,94,W
21200419,2012-12-26,2012-13,RS,DEN,Away,40,114,126,L
21200435,2012-12-28,2012-13,RS,POR,Home,27,104,87,W
21200463,2013-01-01,2012-13,RS,PHI,Home,36,99,103,L
21200488,2013-01-04,2012-13,RS,LAC,Away,38,102,107,L
21200503,2013-01-06,2012-13,RS,DEN,Home,29,105,112,L
21200514,2013-01-08,2012-13,RS,HOU,Away,20,112,125,L
21200522,2013-01-09,2012-13,RS,SAS,Away,27,105,108,L
21200539,2013-01-11,2012-13,RS,OKC,Home,28,101,116,L
21200555,2013-01-13,2012-13,RS,CLE,Home,23,113,93,W
21200569,2013-01-15,2012-13,RS,MIL,Home,31,104,88,W
21200583,2013-01-17,2012-13,RS,MIA,Home,22,90,99,L
21200601,2013-01-20,2012-13,RS,TOR,Away,26,103,108,L
21200612,2013-01-21,2012-13,RS,CHI,Away,16,83,95,L
21200621,2013-01-23,2012-13,RS,MEM,Away,29,93,106,L
21200641,2013-01-25,2012-13,RS,UTA,Home,14,102,84,W
21200653,2013-01-27,2012-13,RS,OKC,Home,21,105,96,W
21200669,2013-01-29,2012-13,RS,NOH,Home,14,111,106,W
21200681,2013-01-30,2012-13,RS,PHX,Away,17,86,92,L
21200695,2013-02-01,2012-13,RS,MIN,Away,17,111,100,W
21200706,2013-02-03,2012-13,RS,DET,Away,18,98,97,W
21200716,2013-02-05,2012-13,RS,BKN,Away,21,92,83,W
21200733,2013-02-07,2012-13,RS,BOS,Away,27,95,116,L
21200736,2013-02-08,2012-13,RS,CHA,Away,20,100,93,W
21200753,2013-02-10,2012-13,RS,MIA,Away,28,97,107,L
21200773,2013-02-12,2012-13,RS,PHX,Home,4,91,85,W
21200788,2013-02-14,2012-13,RS,LAC,Home,20,101,125,L
21200807,2013-02-20,2012-13,RS,BOS,Home,16,113,99,W
21200821,2013-02-22,2012-13,RS,POR,Home,40,111,107,W
21200830,2013-02-24,2012-13,RS,DAL,Away,38,103,99,W
21200841,2013-02-25,2012-13,RS,DEN,Away,29,108,119,L
21200863,2013-02-28,2012-13,RS,MIN,Home,33,116,94,W
21200888,2013-03-03,2012-13,RS,ATL,Home,34,99,98,W
21200897,2013-03-05,2012-13,RS,OKC,Away,30,105,122,L
21200906,2013-03-06,2012-13,RS,NOH,Away,42,108,102,W
21200925,2013-03-08,2012-13,RS,TOR,Home,41,118,116,W
21200935,2013-03-10,2012-13,RS,CHI,Home,19,90,81,W
21200949,2013-03-12,2012-13,RS,ORL,Away,11,106,97,W
21200960,2013-03-13,2012-13,RS,ATL,Away,31,92,96,L
21200971,2013-03-15,2012-13,RS,IND,Away,0,99,93,W
21201032,2013-03-22,2012-13,RS,WAS,Home,21,100,103,L
21201053,2013-03-25,2012-13,RS,GSW,Away,36,103,109,L
21201066,2013-03-27,2012-13,RS,MIN,Away,31,120,117,W
21201071,2013-03-28,2012-13,RS,MIL,Away,30,103,113,L
21201093,2013-03-30,2012-13,RS,SAC,Away,19,103,98,W
21201110,2013-04-02,2012-13,RS,DAL,Home,23,101,81,W
21201137,2013-04-05,2012-13,RS,MEM,Home,24,86,84,W
21201146,2013-04-07,2012-13,RS,LAC,Away,25,95,109,L
21201162,2013-04-09,2012-13,RS,NOH,Home,30,104,96,W
21201171,2013-04-10,2012-13,RS,POR,Away,47,113,106,W
21201189,2013-04-12,2012-13,RS,GSW,Home,34,118,116,W
21300303,2013-12-08,2013-14,RS,TOR,Home,9,94,106,L
21300317,2013-12-10,2013-14,RS,PHX,Home,20,108,114,L
21300336,2013-12-13,2013-14,RS,OKC,Away,4,97,122,L
21300342,2013-12-14,2013-14,RS,CHA,Away,21,88,85,W
21300357,2013-12-16,2013-14,RS,ATL,Away,8,100,114,L
21300366,2013-12-17,2013-14,RS,MEM,Away,21,96,92,W
21400003,2014-10-28,2014-15,RS,HOU,Home,19,90,108,L
21400013,2014-10-29,2014-15,RS,PHX,Away,31,99,119,L
21400026,2014-10-31,2014-15,RS,LAC,Home,21,111,118,L
21400038,2014-11-01,2014-15,RS,GSW,Away,28,104,127,L
21400056,2014-11-04,2014-15,RS,PHX,Home,39,106,112,L
21400097,2014-11-09,2014-15,RS,CHA,Home,21,107,92,W
21400104,2014-11-11,2014-15,RS,MEM,Away,28,102,107,L
21400114,2014-11-12,2014-15,RS,NOP,Away,33,102,109,L
21400131,2014-11-14,2014-15,RS,SAS,Home,9,80,93,L
21400145,2014-11-16,2014-15,RS,GSW,Home,44,115,136,L
21400155,2014-11-18,2014-15,RS,ATL,Away,28,114,109,W
21400169,2014-11-19,2014-15,RS,HOU,Away,29,98,92,W
21400180,2014-11-21,2014-15,RS,DAL,Away,17,106,140,L
21400197,2014-11-23,2014-15,RS,DEN,Home,27,94,101,L
21400222,2014-11-26,2014-15,RS,MEM,Home,22,93,99,L
21400234,2014-11-28,2014-15,RS,MIN,Home,26,119,120,L
21400248,2014-11-30,2014-15,RS,TOR,Home,31,129,122,W
21400255,2014-12-02,2014-15,RS,DET,Away,12,106,96,W
21400264,2014-12-03,2014-15,RS,WAS,Away,29,95,111,L
21400279,2014-12-05,2014-15,RS,BOS,Away,22,96,113,L
21400300,2014-12-07,2014-15,RS,NOP,Home,14,87,104,L
21400315,2014-12-09,2014-15,RS,SAC,Home,32,98,95,W
21400339,2014-12-12,2014-15,RS,SAS,Away,22,112,110,W
21400351,2014-12-14,2014-15,RS,MIN,Away,26,100,94,W
21400356,2014-12-15,2014-15,RS,IND,Away,21,91,110,L
21400392,2014-12-19,2014-15,RS,OKC,Home,9,103,104,L
21400402,2014-12-21,2014-15,RS,SAC,Away,25,101,108,L
21400458,2014-12-28,2014-15,RS,PHX,Home,10,107,116,L
21400471,2014-12-30,2014-15,RS,DEN,Away,23,111,103,W
21400494,2015-01-02,2014-15,RS,MEM,Home,15,106,109,L
21400508,2015-01-04,2014-15,RS,IND,Home,20,88,87,W
21400534,2015-01-07,2014-15,RS,LAC,Away,4,89,114,L
21400573,2015-01-13,2014-15,RS,MIA,Home,12,75,78,L
21400586,2015-01-15,2014-15,RS,CLE,Home,19,102,109,L
21400632,2015-01-21,2014-15,RS,NOP,Away,14,80,96,L
21500017,2015-10-28,2015-16,RS,MIN,Home,24,111,112,L
21500031,2015-10-30,2015-16,RS,SAC,Away,13,114,132,L
21500045,2015-11-01,2015-16,RS,DAL,Home,15,93,103,L
21500059,2015-11-03,2015-16,RS,DEN,Home,11,109,120,L
21500077,2015-11-06,2015-16,RS,BKN,Away,18,104,98,W
21500095,2015-11-08,2015-16,RS,NYK,Away,18,95,99,L
21500135,2015-11-13,2015-16,RS,DAL,Away,19,82,90,L
21500151,2015-11-15,2015-16,RS,DET,Home,17,97,85,W
21500188,2015-11-20,2015-16,RS,TOR,Home,10,91,102,L
21500201,2015-11-22,2015-16,RS,POR,Home,18,93,107,L
21500214,2015-11-24,2015-16,RS,GSW,Away,4,77,111,L
21500244,2015-11-28,2015-16,RS,POR,Away,21,96,108,L
21500253,2015-11-29,2015-16,RS,IND,Home,13,103,107,L
21500263,2015-12-01,2015-16,RS,PHI,Away,20,91,103,L
21500269,2015-12-02,2015-16,RS,WAS,Away,31,108,104,W
21500286,2015-12-04,2015-16,RS,ATL,Away,14,87,100,L
21500301,2015-12-06,2015-16,RS,DET,Away,5,91,111,L
21500308,2015-12-07,2015-16,RS,TOR,Away,21,93,102,L
21500325,2015-12-09,2015-16,RS,MIN,Away,11,122,123,L
21500342,2015-12-11,2015-16,RS,SAS,Away,12,87,109,L
21500349,2015-12-12,2015-16,RS,HOU,Away,25,97,126,L
21500370,2015-12-15,2015-16,RS,MIL,Home,22,113,95,W
21500385,2015-12-17,2015-16,RS,HOU,Home,22,87,107,L
21500422,2015-12-22,2015-16,RS,DEN,Away,31,111,107,W
21500435,2015-12-23,2015-16,RS,OKC,Home,19,85,120,L
21500440,2015-12-25,2015-16,RS,LAC,Home,12,84,94,L
21500455,2015-12-27,2015-16,RS,MEM,Away,19,96,112,L
21500458,2015-12-28,2015-16,RS,CHA,Away,20,98,108,L
21500476,2015-12-30,2015-16,RS,BOS,Away,15,112,104,W
21500539,2016-01-07,2015-16,RS,SAC,Away,28,115,118,L
21500549,2016-01-08,2015-16,RS,OKC,Home,19,113,117,L
21500576,2016-01-12,2015-16,RS,NOP,Home,7,95,91,W
21500592,2016-01-14,2015-16,RS,GSW,Away,8,98,116,L
21500608,2016-01-16,2015-16,RS,UTA,Away,5,82,109,L
21500614,2016-01-17,2015-16,RS,HOU,Home,5,95,112,L
21500638,2016-01-20,2015-16,RS,SAC,Home,15,93,112,L
21500653,2016-01-22,2015-16,RS,SAS,Home,5,95,108,L
21500662,2016-01-23,2015-16,RS,POR,Away,10,103,121,L
21500697,2016-01-28,2015-16,RS,CHI,Home,10,91,114,L
21500720,2016-01-31,2015-16,RS,CHA,Home,23,82,101,L
21500734,2016-02-02,2015-16,RS,MIN,Home,38,119,115,W
21500747,2016-02-04,2015-16,RS,NOP,Away,27,99,96,W
21500767,2016-02-06,2015-16,RS,SAS,Away,25,102,106,L
21500776,2016-02-08,2015-16,RS,IND,Away,19,87,89,L
21500795,2016-02-10,2015-16,RS,CLE,Away,17,111,120,L
21500818,2016-02-19,2015-16,RS,SAS,Home,25,113,119,L
21500831,2016-02-21,2015-16,RS,CHI,Away,22,115,126,L
21500837,2016-02-22,2015-16,RS,MIL,Away,15,101,108,L
21500851,2016-02-24,2015-16,RS,MEM,Away,13,119,128,L
21500906,2016-03-02,2015-16,RS,DEN,Away,5,107,117,L
21500931,2016-03-06,2015-16,RS,GSW,Home,12,112,95,W
21500962,2016-03-10,2015-16,RS,CLE,Home,26,108,120,L
21500987,2016-03-13,2015-16,RS,NYK,Home,14,87,90,L
21501055,2016-03-22,2015-16,RS,MEM,Home,20,107,100,W
21501065,2016-03-23,2015-16,RS,PHX,Away,17,107,119,L
21501081,2016-03-25,2015-16,RS,DEN,Home,28,105,116,L
21501096,2016-03-27,2015-16,RS,WAS,Home,17,88,101,L
21501104,2016-03-28,2015-16,RS,UTA,Away,5,75,123,L
21501121,2016-03-30,2015-16,RS,MIA,Home,2,102,100,W
21501153,2016-04-03,2015-16,RS,BOS,Home,34,100,107,L
21501164,2016-04-05,2015-16,RS,LAC,Away,6,81,103,L
21501172,2016-04-06,2015-16,RS,LAC,Home,17,81,91,L
21501184,2016-04-08,2015-16,RS,NOP,Away,14,102,110,L
21501195,2016-04-10,2015-16,RS,HOU,Away,35,110,130,L
21501209,2016-04-11,2015-16,RS,OKC,Away,13,79,112,L
21501228,2016-04-13,2015-16,RS,UTA,Home,60,101,96,W
49600032,,1996-97,PO,,,0,95,91,W
29601173,,1996-97,RS,,,5,123,95,W
29601189,,1996-97,RS,,,2,96,100,L
29600031,,1996-97,RS,NYK,Away,1,98,92,W
29600337,,1996-97,RS,,,0,111,105,W
29600968,,1996-97,RS,,,0,98,97,W
49700054,,1997-98,PO,,,0,112,100,W
20300894,,2003-04,RS,,,0,99,91,W
