game_id,date,season,game_type,opponent,venue,kobe_points,lal_score,opp_score,result
29600027,1996-11-03,1996-97,RS,MIN,Home,0,91,85,W
29600044,1996-11-06,1996-97,RS,CHH,Away,5,78,88,L
29600057,1996-11-08,1996-97,RS,TOR,Away,10,92,93,L
29600072,1996-11-10,1996-97,RS,ATL,Home,2,92,85,W
29600086,1996-11-12,1996-97,RS,HOU,Away,2,126,115,W
29600095,1996-11-13,1996-97,RS,SAS,Away,6,83,95,L
29600112,1996-11-15,1996-97,RS,LAC,Home,4,107,100,W
29600126,1996-11-17,1996-97,RS,PHX,Away,16,102,88,W
29600136,1996-11-19,1996-97,RS,GSW,Away,3,112,109,W
29600144,1996-11-20,1996-97,RS,UTA,Home,11,97,113,L
29600179,1996-11-26,1996-97,RS,PHI,Away,12,100,88,W
29600187,1996-11-27,1996-97,RS,BOS,Away,2,94,110,L
29600202,1996-11-29,1996-97,RS,DET,Away,1,84,76,W
29600219,1996-12-01,1996-97,RS,DEN,Home,2,104,96,W
29600240,1996-12-04,1996-97,RS,UTA,Away,8,75,101,L
29600270,1996-12-08,1996-97,RS,MIN,Home,11,110,86,W
29600284,1996-12-10,1996-97,RS,SAC,Away,0,92,90,W
29600330,1996-12-17,1996-97,RS,CHI,Away,5,123,129,L
29600362,1996-12-21,1996-97,RS,MIN,Away,5,88,103,L
29600382,1996-12-25,1996-97,RS,PHX,Away,0,108,87,W
29600412,1996-12-29,1996-97,RS,PHI,Home,0,115,102,W
29600432,1997-01-02,1996-97,RS,SAC,Away,4,90,83,W
29600439,1997-01-03,1996-97,RS,SAC,Home,21,100,93,W
29600454,1997-01-05,1996-97,RS,VAN,Away,16,95,82,W
29600457,1997-01-06,1996-97,RS,POR,Away,8,84,88,L
29600474,1997-01-08,1996-97,RS,CHH,Home,9,101,97,W
29600488,1997-01-10,1996-97,RS,MIA,Home,2,94,85,W
29600513,1997-01-14,1996-97,RS,VAN,Home,2,91,81,W
29600545,1997-01-18,1996-97,RS,DET,Home,21,97,100,L
29600559,1997-01-20,1996-97,RS,DAL,Home,6,109,99,W
29600590,1997-01-24,1996-97,RS,GSW,Home,17,114,97,W
29600603,1997-01-26,1996-97,RS,SEA,Away,7,104,103,W
29600613,1997-01-28,1996-97,RS,DAL,Away,12,102,83,W
29600623,1997-01-29,1996-97,RS,SAS,Away,19,99,92,W
29600654,1997-02-02,1996-97,RS,WAS,Home,13,129,99,W
29600665,1997-02-04,1996-97,RS,LAC,Away,6,86,108,L
29600673,1997-02-05,1996-97,RS,CHI,Home,5,106,90,W
29600698,1997-02-12,1996-97,RS,MIN,Away,2,100,84,W
29600704,1997-02-13,1996-97,RS,DEN,Away,9,132,117,W
29600727,1997-02-16,1996-97,RS,SEA,Home,0,91,102,L
29600748,1997-02-19,1996-97,RS,CLE,Home,10,84,103,L
29600767,1997-02-21,1996-97,RS,VAN,Home,2,99,91,W
29600781,1997-02-23,1996-97,RS,NYK,Home,0,121,127,L
29600813,1997-02-28,1996-97,RS,ATL,Away,0,75,86,L
29600828,1997-03-02,1996-97,RS,IND,Away,10,85,101,L
29600844,1997-03-04,1996-97,RS,DAL,Away,0,102,92,W
29600869,1997-03-07,1996-97,RS,HOU,Home,8,90,111,L
29600884,1997-03-09,1996-97,RS,NJN,Home,12,115,105,W
29600905,1997-03-12,1996-97,RS,GSW,Home,18,109,101,W
29600920,1997-03-14,1996-97,RS,LAC,Home,16,95,97,L
29600935,1997-03-16,1996-97,RS,TOR,Home,10,98,90,W
29600942,1997-03-17,1996-97,RS,DEN,Away,8,113,94,W
29600961,1997-03-20,1996-97,RS,CLE,Away,0,89,76,W
29600985,1997-03-23,1996-97,RS,ORL,Away,8,84,110,L
29600991,1997-03-24,1996-97,RS,NJN,Away,6,109,84,W
29601008,1997-03-26,1996-97,RS,MIL,Home,19,106,84,W
29601014,1997-03-27,1996-97,RS,VAN,Away,20,102,98,W
29601046,1997-04-01,1996-97,RS,SEA,Away,9,99,97,W
29601055,1997-04-02,1996-97,RS,DEN,Home,6,110,85,W
29601070,1997-04-04,1996-97,RS,SAS,Home,15,83,94,L
29601083,1997-04-06,1996-97,RS,DAL,Home,13,87,80,W
29601099,1997-04-08,1996-97,RS,GSW,Away,24,109,85,W
29601104,1997-04-09,1996-97,RS,UTA,Away,11,89,101,L
29601121,1997-04-11,1996-97,RS,PHX,Home,7,114,98,W
29601135,1997-04-13,1996-97,RS,UTA,Home,12,100,98,W
29601162,1997-04-17,1996-97,RS,SAC,Home,3,108,99,W
49600008,1997-04-25,1996-97,PO,POR,Home,2,95,77,W
49600013,1997-04-27,1996-97,PO,POR,Home,6,107,93,W
49600024,1997-04-30,1996-97,PO,POR,Away,22,90,98,L
49600041,1997-05-04,1996-97,PO,UTA,Away,3,77,93,L
49600044,1997-05-06,1996-97,PO,UTA,Away,2,101,103,L
49600048,1997-05-08,1996-97,PO,UTA,Home,19,104,84,W
49600052,1997-05-10,1996-97,PO,UTA,Home,9,95,110,L
49600057,1997-05-12,1996-97,PO,UTA,Away,11,93,98,L
29700012,1997-10-31,1997-98,RS,UTA,Home,23,104,87,W
29700040,1997-11-04,1997-98,RS,SAC,Away,4,101,98,W
29700062,1997-11-07,1997-98,RS,NYK,Home,4,99,94,W
29700076,1997-11-09,1997-98,RS,GSW,Home,25,132,97,W
29700126,1997-11-16,1997-98,RS,VAN,Home,11,121,95,W
29700135,1997-11-18,1997-98,RS,UTA,Away,19,97,92,W
29700144,1997-11-19,1997-98,RS,MIN,Home,20,118,93,W
29700172,1997-11-23,1997-98,RS,LAC,Home,24,119,102,W
29700177,1997-11-25,1997-98,RS,MIA,Away,16,86,103,L
29700183,1997-11-26,1997-98,RS,BOS,Away,14,118,103,W
29700194,1997-11-28,1997-98,RS,PHI,Away,19,95,105,L
29700217,1997-11-30,1997-98,RS,TOR,Home,6,105,99,W
29700233,1997-12-03,1997-98,RS,DEN,Away,10,107,89,W
29700249,1997-12-05,1997-98,RS,SAS,Home,17,98,88,W
29700262,1997-12-07,1997-98,RS,CLE,Home,21,84,94,L
29700267,1997-12-08,1997-98,RS,POR,Away,19,99,105,L
29700284,1997-12-10,1997-98,RS,GSW,Away,20,92,93,L
29700297,1997-12-12,1997-98,RS,HOU,Home,27,119,102,W
29700310,1997-12-14,1997-98,RS,DAL,Home,30,119,89,W
29700322,1997-12-16,1997-98,RS,MIN,Away,19,109,96,W
29700335,1997-12-17,1997-98,RS,CHI,Away,33,83,104,L
29700343,1997-12-19,1997-98,RS,ATL,Away,19,98,96,W
29700352,1997-12-20,1997-98,RS,CHH,Away,13,109,100,W
29700370,1997-12-22,1997-98,RS,HOU,Away,19,94,83,W
29700390,1997-12-26,1997-98,RS,LAC,Home,16,118,114,W
29700404,1997-12-28,1997-98,RS,BOS,Home,17,102,108,L
29700419,1997-12-30,1997-98,RS,SAC,Home,12,93,80,W
29700435,1998-01-02,1997-98,RS,ATL,Home,12,116,106,W
29700450,1998-01-04,1997-98,RS,PHI,Home,20,107,113,L
29700464,1998-01-06,1997-98,RS,VAN,Away,16,100,87,W
29700472,1998-01-07,1997-98,RS,MIL,Home,17,114,102,W
29700487,1998-01-09,1997-98,RS,LAC,Away,15,125,115,W
29700500,1998-01-11,1997-98,RS,CHH,Home,6,93,98,L
29700521,1998-01-14,1997-98,RS,DEN,Home,14,132,114,W
29700543,1998-01-17,1997-98,RS,MIA,Home,21,108,99,W
29700557,1998-01-19,1997-98,RS,ORL,Home,16,92,89,W
29700574,1998-01-21,1997-98,RS,PHX,Away,25,119,109,W
29700596,1998-01-24,1997-98,RS,SEA,Away,18,95,101,L
29700620,1998-01-28,1997-98,RS,NJN,Home,26,95,106,L
29700634,1998-01-30,1997-98,RS,MIN,Home,22,121,114,W
29700647,1998-02-01,1997-98,RS,CHI,Home,20,112,87,W
29700673,1998-02-04,1997-98,RS,POR,Home,26,122,115,W
29700693,1998-02-10,1997-98,RS,POR,Away,17,105,117,L
29700701,1998-02-11,1997-98,RS,GSW,Home,11,105,99,W
29700715,1998-02-13,1997-98,RS,SEA,Home,15,108,113,L
29700728,1998-02-15,1997-98,RS,HOU,Home,18,88,90,L
29700748,1998-02-18,1997-98,RS,PHX,Away,8,103,110,L
29700757,1998-02-19,1997-98,RS,DEN,Home,21,131,92,W
29700775,1998-02-22,1997-98,RS,ORL,Away,18,94,96,L
29700790,1998-02-24,1997-98,RS,MIL,Away,12,98,81,W
29700798,1998-02-25,1997-98,RS,IND,Away,8,96,89,W
29700813,1998-02-27,1997-98,RS,MIN,Away,14,104,91,W
29700823,1998-03-01,1997-98,RS,NYK,Away,14,89,101,L
29700831,1998-03-02,1997-98,RS,WAS,Away,4,86,96,L
29700848,1998-03-04,1997-98,RS,IND,Home,15,104,95,W
29700863,1998-03-06,1997-98,RS,SAS,Home,7,91,84,W
29700876,1998-03-08,1997-98,RS,DET,Home,4,96,89,W
29700896,1998-03-11,1997-98,RS,POR,Home,13,121,107,W
29700903,1998-03-12,1997-98,RS,LAC,Away,6,108,85,W
29700927,1998-03-15,1997-98,RS,VAN,Away,13,119,110,W
29700933,1998-03-16,1997-98,RS,SEA,Away,0,89,101,L
29700948,1998-03-18,1997-98,RS,PHX,Home,10,99,93,W
29700967,1998-03-20,1997-98,RS,SEA,Home,16,93,80,W
29700981,1998-03-22,1997-98,RS,SAC,Away,12,96,93,W
29700985,1998-03-23,1997-98,RS,DEN,Away,23,107,86,W
29701003,1998-03-25,1997-98,RS,SAC,Home,11,114,91,W
29701022,1998-03-28,1997-98,RS,UTA,Away,2,91,106,L
29701033,1998-03-29,1997-98,RS,WAS,Home,15,116,89,W
29701040,1998-03-31,1997-98,RS,TOR,Away,17,114,105,W
29701055,1998-04-02,1997-98,RS,NJN,Away,20,117,106,W
29701064,1998-04-03,1997-98,RS,CLE,Away,7,105,93,W
29701080,1998-04-05,1997-98,RS,DET,Away,6,105,103,W
29701106,1998-04-08,1997-98,RS,VAN,Home,14,113,102,W
29701120,1998-04-10,1997-98,RS,PHX,Home,12,105,114,L
29701127,1998-04-11,1997-98,RS,GSW,Away,10,96,84,W
29701137,1998-04-13,1997-98,RS,SAS,Away,15,99,75,W
29701145,1998-04-14,1997-98,RS,DAL,Away,19,111,95,W
29701173,1998-04-17,1997-98,RS,DAL,Home,17,124,95,W
29701187,1998-04-19,1997-98,RS,UTA,Home,25,102,98,W
49700008,1998-04-24,1997-98,PO,POR,Home,15,104,102,W
49700014,1998-04-26,1997-98,PO,POR,Home,4,108,99,W
49700022,1998-04-28,1997-98,PO,POR,Away,4,94,99,L
49700029,1998-04-30,1997-98,PO,POR,Away,22,110,99,W
49700042,1998-05-04,1997-98,PO,SEA,Away,4,92,106,L
49700059,1998-05-12,1997-98,PO,SEA,Away,7,110,95,W
49700069,1998-05-16,1997-98,PO,UTA,Away,16,77,112,L
49700071,1998-05-18,1997-98,PO,UTA,Away,9,95,99,L
49700073,1998-05-22,1997-98,PO,UTA,Home,9,98,109,L
49700075,1998-05-24,1997-98,PO,UTA,Home,6,92,96,L
29800011,1999-02-05,1998-99,RS,HOU,Home,25,99,91,W
29800025,1999-02-07,1998-99,RS,UTA,Home,16,91,100,L
29800034,1999-02-08,1998-99,RS,SAS,Away,19,80,75,W
29800048,1999-02-10,1998-99,RS,DEN,Away,21,103,98,W
29800058,1999-02-11,1998-99,RS,MIN,Away,24,75,86,L
29800071,1999-02-14,1998-99,RS,IND,Home,18,99,101,L
29800088,1999-02-16,1998-99,RS,CHH,Home,16,116,88,W
29800096,1999-02-17,1998-99,RS,DAL,Home,23,101,88,W
29800112,1999-02-19,1998-99,RS,SAS,Home,21,106,94,W
29800130,1999-02-21,1998-99,RS,SEA,Away,23,89,92,L
29800135,1999-02-22,1998-99,RS,DEN,Away,26,113,117,L
29800145,1999-02-23,1998-99,RS,VAN,Away,11,83,93,L
29800160,1999-02-25,1998-99,RS,LAC,Away,7,115,100,W
29800169,1999-02-26,1998-99,RS,LAC,Home,22,99,83,W
29800186,1999-02-28,1998-99,RS,HOU,Home,18,106,90,W
29800192,1999-03-01,1998-99,RS,PHX,Away,10,97,91,W
29800210,1999-03-03,1998-99,RS,PHX,Home,32,101,95,W
29800227,1999-03-05,1998-99,RS,SEA,Home,20,103,100,W
29800239,1999-03-07,1998-99,RS,UTA,Away,24,97,89,W
29800255,1999-03-09,1998-99,RS,LAC,Away,16,103,99,W
29800265,1999-03-10,1998-99,RS,LAC,Home,9,94,75,W
29800281,1999-03-12,1998-99,RS,GSW,Home,18,89,78,W
29800297,1999-03-14,1998-99,RS,SAC,Away,29,101,105,L
29800313,1999-03-16,1998-99,RS,MIN,Away,21,107,101,W
29800328,1999-03-18,1998-99,RS,CLE,Away,14,93,100,L
29800333,1999-03-19,1998-99,RS,PHI,Away,23,90,105,L
29800350,1999-03-21,1998-99,RS,ORL,Away,38,115,104,W
29800362,1999-03-22,1998-99,RS,DAL,Away,21,96,93,W
29800379,1999-03-24,1998-99,RS,PHX,Home,25,101,106,L
29800396,1999-03-26,1998-99,RS,SAC,Home,26,109,111,L
29800413,1999-03-28,1998-99,RS,NYK,Home,29,99,91,W
29800418,1999-03-29,1998-99,RS,VAN,Home,20,116,98,W
29800452,1999-04-02,1998-99,RS,PHX,Away,18,91,90,W
29800460,1999-04-03,1998-99,RS,GSW,Home,17,76,81,L
29800476,1999-04-05,1998-99,RS,DEN,Home,26,117,104,W
29800484,1999-04-06,1998-99,RS,UTA,Home,15,93,106,L
29800495,1999-04-07,1998-99,RS,SAC,Away,18,104,89,W
29800510,1999-04-09,1998-99,RS,MIN,Home,18,96,89,W
29800525,1999-04-11,1998-99,RS,SEA,Home,25,109,113,L
29800542,1999-04-13,1998-99,RS,POR,Away,20,86,113,L
29800574,1999-04-17,1998-99,RS,UTA,Away,17,93,109,L
29800593,1999-04-19,1998-99,RS,VAN,Home,17,117,102,W
29800600,1999-04-20,1998-99,RS,GSW,Away,27,106,102,W
29800610,1999-04-21,1998-99,RS,POR,Away,22,82,88,L
29800629,1999-04-24,1998-99,RS,SAS,Away,11,81,108,L
29800646,1999-04-26,1998-99,RS,HOU,Away,9,80,102,L
29800672,1999-04-29,1998-99,RS,POR,Home,15,108,89,W
29800698,1999-05-02,1998-99,RS,SEA,Away,28,91,84,W
29800703,1999-05-03,1998-99,RS,DAL,Home,17,115,102,W
29800723,1999-05-05,1998-99,RS,POR,Home,11,119,91,W
49800007,1999-05-09,1998-99,PO,HOU,Home,17,101,100,W
49800016,1999-05-11,1998-99,PO,HOU,Home,19,110,98,W
49800024,1999-05-13,1998-99,PO,HOU,Away,13,88,102,L
49800032,1999-05-15,1998-99,PO,HOU,Away,24,98,88,W
49800042,1999-05-17,1998-99,PO,SAS,Away,21,81,87,L
49800046,1999-05-19,1998-99,PO,SAS,Away,28,76,79,L
49800051,1999-05-22,1998-99,PO,SAS,Home,20,91,103,L
49800054,1999-05-23,1998-99,PO,SAS,Home,16,107,118,L
29900214,1999-12-01,1999-00,RS,GSW,Home,19,93,75,W
29900230,1999-12-03,1999-00,RS,POR,Home,23,93,80,W
29900245,1999-12-05,1999-00,RS,ORL,Home,15,117,100,W
29900258,1999-12-07,1999-00,RS,WAS,Home,21,91,80,W
29900267,1999-12-08,1999-00,RS,SAC,Away,27,91,103,L
29900293,1999-12-11,1999-00,RS,VAN,Away,14,106,94,W
29900296,1999-12-12,1999-00,RS,DET,Home,26,101,93,W
29900305,1999-12-14,1999-00,RS,LAC,Home,18,95,68,W
29900318,1999-12-16,1999-00,RS,ATL,Away,30,95,88,W
29900327,1999-12-17,1999-00,RS,MIN,Away,28,97,88,W
29900344,1999-12-19,1999-00,RS,TOR,Away,26,94,88,W
29900346,1999-12-20,1999-00,RS,BOS,Away,27,99,90,W
29900379,1999-12-25,1999-00,RS,SAS,Home,18,99,93,W
29900394,1999-12-27,1999-00,RS,DAL,Home,25,108,106,W
29900409,1999-12-29,1999-00,RS,PHX,Home,18,103,87,W
29900440,2000-01-04,1999-00,RS,LAC,Away,29,122,98,W
29900447,2000-01-05,1999-00,RS,LAC,Home,26,118,101,W
29900461,2000-01-07,1999-00,RS,CHH,Home,13,87,83,W
29900473,2000-01-08,1999-00,RS,SEA,Away,31,110,100,W
29900483,2000-01-10,1999-00,RS,DEN,Home,30,130,95,W
29900496,2000-01-12,1999-00,RS,MIL,Away,22,103,94,W
29900509,2000-01-14,1999-00,RS,IND,Away,18,102,111,L
29900522,2000-01-15,1999-00,RS,MIN,Away,22,104,91,W
29900537,2000-01-17,1999-00,RS,SEA,Home,15,81,82,L
29900551,2000-01-19,1999-00,RS,CLE,Home,25,95,86,W
29900571,2000-01-22,1999-00,RS,POR,Home,28,91,95,L
29900582,2000-01-24,1999-00,RS,UTA,Away,26,101,105,L
29900611,2000-01-28,1999-00,RS,MIL,Home,23,117,89,W
29900624,2000-01-30,1999-00,RS,HOU,Away,17,83,89,L
29900635,2000-02-01,1999-00,RS,SAS,Away,19,81,105,L
29900658,2000-02-04,1999-00,RS,UTA,Home,13,113,67,W
29900680,2000-02-07,1999-00,RS,DEN,Home,29,106,98,W
29900698,2000-02-09,1999-00,RS,MIN,Home,24,114,81,W
29900708,2000-02-15,1999-00,RS,CHI,Away,21,88,76,W
29900718,2000-02-16,1999-00,RS,CHH,Away,26,92,85,W
29900729,2000-02-18,1999-00,RS,ORL,Away,11,107,99,W
29900743,2000-02-20,1999-00,RS,PHI,Away,18,87,84,W
29900758,2000-02-22,1999-00,RS,NJN,Away,21,97,89,W
29900768,2000-02-23,1999-00,RS,CLE,Away,21,116,98,W
29900787,2000-02-25,1999-00,RS,BOS,Home,17,109,96,W
29900800,2000-02-27,1999-00,RS,HOU,Home,31,101,85,W
29900816,2000-02-29,1999-00,RS,POR,Away,22,90,87,W
29900821,2000-03-01,1999-00,RS,VAN,Home,27,103,91,W
29900835,2000-03-03,1999-00,RS,IND,Home,22,107,92,W
29900849,2000-03-05,1999-00,RS,MIA,Home,15,93,80,W
29900856,2000-03-06,1999-00,RS,LAC,Away,22,123,103,W
29900878,2000-03-09,1999-00,RS,GSW,Away,30,109,92,W
29900901,2000-03-12,1999-00,RS,SAC,Home,40,109,106,W
29900906,2000-03-13,1999-00,RS,DEN,Away,22,118,108,W
29900923,2000-03-16,1999-00,RS,WAS,Away,7,102,109,L
29900934,2000-03-17,1999-00,RS,DET,Away,25,110,82,W
29900947,2000-03-19,1999-00,RS,NYK,Away,24,92,85,W
29900955,2000-03-20,1999-00,RS,MIA,Away,23,100,89,W
29900977,2000-03-22,1999-00,RS,GSW,Home,18,119,96,W
29900990,2000-03-24,1999-00,RS,PHX,Home,28,109,101,W
29901006,2000-03-26,1999-00,RS,SAC,Away,24,90,89,W
29901025,2000-03-29,1999-00,RS,VAN,Away,28,108,99,W
29901039,2000-03-31,1999-00,RS,PHI,Home,10,100,88,W
29901052,2000-04-02,1999-00,RS,NYK,Home,17,106,82,W
29901073,2000-04-05,1999-00,RS,GSW,Away,16,111,104,W
29901097,2000-04-08,1999-00,RS,SAS,Home,26,80,98,L
29901114,2000-04-10,1999-00,RS,SEA,Home,33,106,103,W
29901144,2000-04-14,1999-00,RS,SAC,Home,31,121,114,W
29901159,2000-04-16,1999-00,RS,MIN,Home,25,101,95,W
29901171,2000-04-18,1999-00,RS,DAL,Away,16,102,112,L
29901185,2000-04-19,1999-00,RS,SAS,Away,23,98,103,L
49900007,2000-04-23,1999-00,PO,SAC,Home,23,117,107,W
49900016,2000-04-27,1999-00,PO,SAC,Home,32,113,89,W
49900024,2000-04-30,1999-00,PO,SAC,Away,35,91,99,L
49900028,2000-05-02,1999-00,PO,SAC,Away,32,88,101,L
49900039,2000-05-05,1999-00,PO,SAC,Home,17,113,86,W
49900055,2000-05-07,1999-00,PO,PHX,Home,25,105,77,W
49900056,2000-05-10,1999-00,PO,PHX,Home,15,97,96,W
49900057,2000-05-12,1999-00,PO,PHX,Away,25,105,99,W
49900058,2000-05-14,1999-00,PO,PHX,Away,23,98,117,L
49900059,2000-05-16,1999-00,PO,PHX,Home,17,87,65,W
49900069,2000-05-20,1999-00,PO,POR,Home,13,109,94,W
49900070,2000-05-22,1999-00,PO,POR,Home,12,77,106,L
49900071,2000-05-26,1999-00,PO,POR,Away,25,93,91,W
49900072,2000-05-28,1999-00,PO,POR,Away,18,103,91,W
49900073,2000-05-30,1999-00,PO,POR,Home,17,88,96,L
49900074,2000-06-02,1999-00,PO,POR,Away,33,93,103,L
49900075,2000-06-04,1999-00,PO,POR,Home,25,89,84,W
49900083,2000-06-07,1999-00,PO,IND,Home,14,104,87,W
49900084,2000-06-09,1999-00,PO,IND,Home,2,111,104,W
49900086,2000-06-14,1999-00,PO,IND,Away,28,120,118,W
49900087,2000-06-16,1999-00,PO,IND,Away,8,87,120,L
49900088,2000-06-19,1999-00,PO,IND,Home,26,116,111,W
20000012,2000-10-31,2000-01,RS,POR,Away,14,96,86,W
20000019,2000-11-01,2000-01,RS,UTA,Home,31,92,97,L
20000047,2000-11-04,2000-01,RS,VAN,Away,22,98,89,W
20000049,2000-11-05,2000-01,RS,LAC,Home,21,108,103,W
20000058,2000-11-07,2000-01,RS,HOU,Away,15,74,84,L
20000068,2000-11-08,2000-01,RS,SAS,Away,32,81,91,L
20000098,2000-11-12,2000-01,RS,HOU,Home,37,105,99,W
20000108,2000-11-14,2000-01,RS,DEN,Home,31,119,103,W
20000124,2000-11-16,2000-01,RS,SAC,Away,31,112,110,W
20000140,2000-11-18,2000-01,RS,DEN,Away,32,86,87,L
20000147,2000-11-19,2000-01,RS,CHI,Home,22,104,96,W
20000168,2000-11-22,2000-01,RS,GSW,Home,31,111,91,W
20000180,2000-11-24,2000-01,RS,MIN,Home,29,115,108,W
20000198,2000-11-27,2000-01,RS,LAC,Away,29,98,83,W
20000206,2000-11-28,2000-01,RS,IND,Home,37,124,107,W
20000222,2000-11-30,2000-01,RS,SEA,Away,17,88,121,L
20000230,2000-12-01,2000-01,RS,SAS,Home,43,109,100,W
20000246,2000-12-03,2000-01,RS,DAL,Home,38,99,97,W
20000258,2000-12-05,2000-01,RS,PHI,Home,36,96,85,W
20000267,2000-12-06,2000-01,RS,GSW,Away,51,122,125,L
20000280,2000-12-08,2000-01,RS,SEA,Home,19,95,103,L
20000297,2000-12-10,2000-01,RS,DET,Home,26,112,88,W
20000309,2000-12-12,2000-01,RS,MIL,Home,25,105,109,L
20000320,2000-12-13,2000-01,RS,POR,Away,35,86,96,L
20000334,2000-12-15,2000-01,RS,VAN,Home,17,98,76,W
20000347,2000-12-17,2000-01,RS,TOR,Away,40,104,101,W
20000352,2000-12-19,2000-01,RS,MIA,Away,23,81,79,W
20000373,2000-12-21,2000-01,RS,HOU,Away,45,99,94,W
20000379,2000-12-22,2000-01,RS,DAL,Away,35,108,103,W
20000397,2000-12-25,2000-01,RS,POR,Home,29,104,109,L
20000420,2000-12-28,2000-01,RS,PHX,Away,38,115,78,W
20000434,2000-12-30,2000-01,RS,LAC,Away,17,116,114,W
20000456,2001-01-03,2000-01,RS,UTA,Home,31,82,71,W
20000484,2001-01-07,2000-01,RS,LAC,Home,27,95,118,L
20000519,2001-01-12,2000-01,RS,CLE,Home,32,101,98,W
20000529,2001-01-13,2000-01,RS,UTA,Away,27,103,111,L
20000545,2001-01-15,2000-01,RS,VAN,Home,26,113,112,W
20000571,2001-01-19,2000-01,RS,HOU,Home,29,114,101,W
20000583,2001-01-21,2000-01,RS,MIA,Home,34,92,103,L
20000599,2001-01-23,2000-01,RS,SEA,Away,21,80,91,L
20000616,2001-01-26,2000-01,RS,NJN,Home,26,113,101,W
20000629,2001-01-28,2000-01,RS,NYK,Away,33,81,91,L
20000641,2001-01-30,2000-01,RS,CLE,Away,47,102,96,W
20000651,2001-01-31,2000-01,RS,MIN,Away,24,83,96,L
20000666,2001-02-02,2000-01,RS,CHH,Home,44,93,87,W
20000682,2001-02-04,2000-01,RS,SAC,Home,26,100,94,W
20000702,2001-02-07,2000-01,RS,PHX,Home,32,85,83,W
20000710,2001-02-13,2000-01,RS,NJN,Away,38,113,110,W
20000723,2001-02-14,2000-01,RS,PHI,Away,18,97,112,L
20000739,2001-02-16,2000-01,RS,CHH,Away,25,99,94,W
20000753,2001-02-18,2000-01,RS,IND,Away,33,109,110,L
20000767,2001-02-20,2000-01,RS,DAL,Away,19,119,109,W
20000828,2001-02-28,2000-01,RS,DEN,Away,38,101,107,L
20000852,2001-03-03,2000-01,RS,VAN,Away,20,98,88,W
20000860,2001-03-04,2000-01,RS,GSW,Home,22,110,95,W
20000871,2001-03-06,2000-01,RS,GSW,Away,29,97,85,W
20000884,2001-03-07,2000-01,RS,TOR,Home,29,97,85,W
20000896,2001-03-09,2000-01,RS,SAS,Home,38,89,93,L
20000936,2001-03-15,2000-01,RS,DET,Away,39,125,119,W
20000942,2001-03-16,2000-01,RS,WAS,Away,26,101,89,W
20000958,2001-03-18,2000-01,RS,ORL,Away,16,95,90,W
20000965,2001-03-19,2000-01,RS,ATL,Away,27,106,108,L
20000981,2001-03-21,2000-01,RS,MIL,Away,13,100,107,L
20001059,2001-04-01,2000-01,RS,NYK,Home,0,78,79,L
20001121,2001-04-10,2000-01,RS,PHX,Home,20,106,80,W
20001136,2001-04-12,2000-01,RS,MIN,Home,30,119,102,W
20001162,2001-04-15,2000-01,RS,POR,Home,25,105,100,W
20001177,2001-04-17,2000-01,RS,DEN,Home,26,108,91,W
40000005,2001-04-22,2000-01,PO,POR,Home,28,106,93,W
40000015,2001-04-26,2000-01,PO,POR,Home,25,106,88,W
40000022,2001-04-29,2000-01,PO,POR,Away,22,99,86,W
40000043,2001-05-06,2000-01,PO,SAC,Home,29,108,105,W
40000049,2001-05-08,2000-01,PO,SAC,Home,27,96,90,W
40000050,2001-05-11,2000-01,PO,SAC,Away,36,103,81,W
40000051,2001-05-13,2000-01,PO,SAC,Away,48,119,113,W
40000069,2001-05-19,2000-01,PO,SAS,Away,45,104,90,W
40000070,2001-05-21,2000-01,PO,SAS,Away,28,88,81,W
40000071,2001-05-25,2000-01,PO,SAS,Home,36,111,72,W
40000072,2001-05-27,2000-01,PO,SAS,Home,24,111,82,W
40000083,2001-06-06,2000-01,PO,PHI,Home,15,101,107,L
40000084,2001-06-08,2000-01,PO,PHI,Home,31,98,89,W
40000085,2001-06-10,2000-01,PO,PHI,Away,32,96,91,W
40000086,2001-06-13,2000-01,PO,PHI,Away,19,100,86,W
40000087,2001-06-15,2000-01,PO,PHI,Away,26,108,96,W
20100012,2001-10-30,2001-02,RS,POR,Home,29,98,87,W
20100023,2001-11-01,2001-02,RS,UTA,Away,39,105,101,W
20100033,2001-11-02,2001-02,RS,PHX,Home,24,117,94,W
20100051,2001-11-04,2001-02,RS,UTA,Home,38,100,96,W
20100083,2001-11-09,2001-02,RS,MEM,Home,13,110,86,W
20100097,2001-11-11,2001-02,RS,ORL,Home,28,108,95,W
20100119,2001-11-15,2001-02,RS,HOU,Away,31,98,97,W
20100127,2001-11-16,2001-02,RS,PHX,Away,18,83,95,L
20100143,2001-11-18,2001-02,RS,SAC,Home,29,93,85,W
20100152,2001-11-20,2001-02,RS,LAC,Away,25,98,93,W
20100161,2001-11-21,2001-02,RS,DEN,Away,24,89,68,W
20100178,2001-11-23,2001-02,RS,GSW,Home,28,106,90,W
20100192,2001-11-25,2001-02,RS,DEN,Home,25,105,98,W
20100204,2001-11-27,2001-02,RS,MIL,Home,33,104,85,W
20100225,2001-11-30,2001-02,RS,SEA,Away,30,107,92,W
20100235,2001-12-01,2001-02,RS,MIN,Home,18,102,76,W
20100259,2001-12-05,2001-02,RS,DAL,Home,19,98,94,W
20100271,2001-12-07,2001-02,RS,SAC,Away,23,91,97,L
20100301,2001-12-11,2001-02,RS,SEA,Home,16,93,104,L
